,domain,name,category,prompts,wikipedia
5113,profession,Laborer,metalworking_occupations,Laborers are in a class of ,"Laborers are in a class of wage-earners in which their only possession of significant material value is their labor, this is the proletariat."
5114,profession,Automation,metalworking_occupations,"Automation, or Labor-saving technology is the ","Automation, or Labor-saving technology is the technology by which a process or procedure is performed with minimal human assistance."
5115,profession,Automation,metalworking_occupations,"Automation, or Labor-saving technology is the ","Automation or automatic control is the use of various control systems for operating equipment such as machinery, processes in factories, boilers and heat treating ovens, switching on telephone networks, steering and stabilization of ships, aircraft and other applications and vehicles with minimal or reduced human intervention."
5116,profession,Automation,metalworking_occupations,Automation or automatic control is the ,"Automation, or Labor-saving technology is the technology by which a process or procedure is performed with minimal human assistance."
5117,profession,Automation,metalworking_occupations,Automation or automatic control is the ,"Automation or automatic control is the use of various control systems for operating equipment such as machinery, processes in factories, boilers and heat treating ovens, switching on telephone networks, steering and stabilization of ships, aircraft and other applications and vehicles with minimal or reduced human intervention."
5118,profession,Polishing,metalworking_occupations,Polishing is the process of creating ,"Polishing is the process of creating a smooth and shiny surface by rubbing it or using a chemical action, leaving a surface with a significant specular reflection"
5119,profession,Polishing,metalworking_occupations,Polishing is the process of creating ,"In some materials, polishing  is also able to reduce diffuse reflection to minimal values."
5120,profession,Polishing,metalworking_occupations,"In some materials, polishing  is ","Polishing is the process of creating a smooth and shiny surface by rubbing it or using a chemical action, leaving a surface with a significant specular reflection"
5121,profession,Polishing,metalworking_occupations,"In some materials, polishing  is ","In some materials, polishing  is also able to reduce diffuse reflection to minimal values."
5122,profession,Heavy_equipment_operator,metalworking_occupations,A heavy equipment operator operates heavy equipment used ,A heavy equipment operator operates heavy equipment used in engineering and construction projects.
5123,profession,Forklift_truck,metalworking_occupations,Warehouses needed more maneuverable forklift trucks that ,Warehouses needed more maneuverable forklift trucks that could reach greater heights and new forklift models were made that filled this need.
5124,profession,Forklift_truck,metalworking_occupations,Warehouses needed more maneuverable forklift trucks that ,Forklift trucks are available in many variations and load capacities.
5125,profession,Forklift_truck,metalworking_occupations,Forklift trucks are available in many variations ,Warehouses needed more maneuverable forklift trucks that could reach greater heights and new forklift models were made that filled this need.
5126,profession,Forklift_truck,metalworking_occupations,Forklift trucks are available in many variations ,Forklift trucks are available in many variations and load capacities.
5127,profession,Management,metalworking_occupations,Management is the administration of an ,"Management is the administration of an organization, whether it is a business, a not-for-profit organization, or government body."
5128,profession,Management,metalworking_occupations,Management is the administration of an ,"Management includes the activities of setting the strategy of an organization and coordinating the efforts of its employees to accomplish its  objectives through the application of available resources, such as financial, natural, technological, and human resources."
5129,profession,Management,metalworking_occupations,Management includes the activities of setting ,"Management is the administration of an organization, whether it is a business, a not-for-profit organization, or government body."
5130,profession,Management,metalworking_occupations,Management includes the activities of setting ,"Management includes the activities of setting the strategy of an organization and coordinating the efforts of its employees to accomplish its  objectives through the application of available resources, such as financial, natural, technological, and human resources."
5131,profession,Quality_assurance,metalworking_occupations,Quality assurance is a way of preventing ,"Quality assurance is a way of preventing mistakes and defects in manufactured products and avoiding problems when delivering products or services to customers; which ISO 9000 defines as ""part of quality management focused on providing confidence that quality requirements will be fulfilled""."
5132,profession,Quality_assurance,metalworking_occupations,Quality assurance is a way of preventing ,"This defect prevention in quality assurance differs subtly from defect detection and rejection in quality control and has been referred to as a shift left since it focuses on quality earlier in the process.The terms ""quality assurance"" and ""quality control"" are often used interchangeably to refer to ways of ensuring the quality of a service or product."
5133,profession,Quality_assurance,metalworking_occupations,This defect prevention in quality assurance differs ,"Quality assurance is a way of preventing mistakes and defects in manufactured products and avoiding problems when delivering products or services to customers; which ISO 9000 defines as ""part of quality management focused on providing confidence that quality requirements will be fulfilled""."
5134,profession,Quality_assurance,metalworking_occupations,This defect prevention in quality assurance differs ,"This defect prevention in quality assurance differs subtly from defect detection and rejection in quality control and has been referred to as a shift left since it focuses on quality earlier in the process.The terms ""quality assurance"" and ""quality control"" are often used interchangeably to refer to ways of ensuring the quality of a service or product."
5135,profession,Inspection,metalworking_occupations,"An inspection is, most generally, an ","An inspection is, most generally, an organized examination or formal evaluation exercise."
5136,profession,Inspection,metalworking_occupations,"An inspection is, most generally, an ","In engineering activities inspection involves the measurements, tests, and gauges applied to certain characteristics in regard to  an object or activity."
5137,profession,Inspection,metalworking_occupations,In engineering activities inspection involves the ,"An inspection is, most generally, an organized examination or formal evaluation exercise."
5138,profession,Inspection,metalworking_occupations,In engineering activities inspection involves the ,"In engineering activities inspection involves the measurements, tests, and gauges applied to certain characteristics in regard to  an object or activity."
5139,profession,Quality_management_system,metalworking_occupations,A quality management system is a collection of ,A quality management system is a collection of business processes focused on consistently meeting customer requirements and enhancing their satisfaction.
5140,profession,Quality_management_system,metalworking_occupations,A quality management system is a collection of ,"Early quality management systems emphasized predictable outcomes of an industrial product production line, using simple statistics and random sampling."
5141,profession,Quality_management_system,metalworking_occupations,Early quality management systems emphasized predictable outcomes of ,A quality management system is a collection of business processes focused on consistently meeting customer requirements and enhancing their satisfaction.
5142,profession,Quality_management_system,metalworking_occupations,Early quality management systems emphasized predictable outcomes of ,"Early quality management systems emphasized predictable outcomes of an industrial product production line, using simple statistics and random sampling."
5143,profession,Statistics,metalworking_occupations,Statistics is the discipline that concerns ,"Statistics is the discipline that concerns the collection, organization, analysis, interpretation and presentation of data."
5144,profession,Statistics,metalworking_occupations,Statistics is the discipline that concerns ,"In applying statistics to a scientific, industrial, or social problem, it is conventional to begin with a statistical population or a statistical model to be studied."
5145,profession,Statistics,metalworking_occupations,"In applying statistics to a scientific, ","Statistics is the discipline that concerns the collection, organization, analysis, interpretation and presentation of data."
5146,profession,Statistics,metalworking_occupations,"In applying statistics to a scientific, ","In applying statistics to a scientific, industrial, or social problem, it is conventional to begin with a statistical population or a statistical model to be studied."
5147,profession,Industrial_engineering,metalworking_occupations,Industrial engineering is an engineering profession that ,"Industrial engineering is an engineering profession that is concerned with the optimization of complex processes, systems, or organizations by developing, improving and implementing integrated systems of people, money, knowledge, information, equipment, energy and materials.Industrial engineers use specialized knowledge and skills in the mathematical, physical and social sciences, together with the principles and methods of engineering analysis and design, to specify, predict, and evaluate the results obtained from systems and processes."
5148,profession,Industrial_engineering,metalworking_occupations,Industrial engineering is an engineering profession that ,"Depending on the sub-specialties involved, industrial engineering may also overlap with, operations research, systems engineering, manufacturing engineering, production engineering, supply chain engineering, management science, management engineering, financial engineering, ergonomics or human factors engineering, safety engineering, or others, depending on the viewpoint or motives of the user."
5149,profession,Industrial_engineering,metalworking_occupations,"Depending on the sub-specialties involved, industrial engineering ","Industrial engineering is an engineering profession that is concerned with the optimization of complex processes, systems, or organizations by developing, improving and implementing integrated systems of people, money, knowledge, information, equipment, energy and materials.Industrial engineers use specialized knowledge and skills in the mathematical, physical and social sciences, together with the principles and methods of engineering analysis and design, to specify, predict, and evaluate the results obtained from systems and processes."
5150,profession,Industrial_engineering,metalworking_occupations,"Depending on the sub-specialties involved, industrial engineering ","Depending on the sub-specialties involved, industrial engineering may also overlap with, operations research, systems engineering, manufacturing engineering, production engineering, supply chain engineering, management science, management engineering, financial engineering, ergonomics or human factors engineering, safety engineering, or others, depending on the viewpoint or motives of the user."
5151,profession,Weld_quality_assurance,metalworking_occupations,Weld quality assurance is the use of technological ,"Weld quality assurance is the use of technological methods and actions to test or assure the quality of welds, and secondarily to confirm the presence, location and coverage of welds."
5152,profession,Metallurgy,metalworking_occupations,Metallurgy is a domain of materials science and engineering ,"Metallurgy is a domain of materials science and engineering that studies the physical and chemical behavior of metallic elements, their inter-metallic compounds, and their mixtures, which are called alloys."
5153,profession,Metallurgy,metalworking_occupations,Metallurgy is a domain of materials science and engineering ,Metallurgy encompasses both the science and the technology of metals.
5154,profession,Metallurgy,metalworking_occupations,Metallurgy encompasses both the science and ,"Metallurgy is a domain of materials science and engineering that studies the physical and chemical behavior of metallic elements, their inter-metallic compounds, and their mixtures, which are called alloys."
5155,profession,Metallurgy,metalworking_occupations,Metallurgy encompasses both the science and ,Metallurgy encompasses both the science and the technology of metals.
5156,profession,Materials_science,metalworking_occupations,"The interdisciplinary field of materials science, also ","The interdisciplinary field of materials science, also commonly termed materials science and engineering, is the design and discovery of new materials, particularly solids."
5157,profession,Materials_science,metalworking_occupations,"The interdisciplinary field of materials science, also ","The intellectual origins of materials science stem from the Enlightenment, when researchers began to use analytical thinking from chemistry, physics, and engineering to understand ancient, phenomenological observations in metallurgy and mineralogy."
5158,profession,Materials_science,metalworking_occupations,The intellectual origins of materials science stem from the ,"The interdisciplinary field of materials science, also commonly termed materials science and engineering, is the design and discovery of new materials, particularly solids."
5159,profession,Materials_science,metalworking_occupations,The intellectual origins of materials science stem from the ,"The intellectual origins of materials science stem from the Enlightenment, when researchers began to use analytical thinking from chemistry, physics, and engineering to understand ancient, phenomenological observations in metallurgy and mineralogy."
5160,profession,Surface_plate,metalworking_occupations,"A surface plate is a solid, flat ","A surface plate is a solid, flat plate used as the main horizontal reference plane for precision inspection, marking out, and tooling setup."
5161,profession,Surface_plate,metalworking_occupations,"A surface plate is a solid, flat ","The surface plate is often used as the baseline for all measurements to a workpiece, therefore one primary surface is finished extremely flat with tolerances below 11.5 μm or 0.0115 mm per 2960 mm for a grade 0 plate."
5162,profession,Surface_plate,metalworking_occupations,The surface plate is often used as ,"A surface plate is a solid, flat plate used as the main horizontal reference plane for precision inspection, marking out, and tooling setup."
5163,profession,Surface_plate,metalworking_occupations,The surface plate is often used as ,"The surface plate is often used as the baseline for all measurements to a workpiece, therefore one primary surface is finished extremely flat with tolerances below 11.5 μm or 0.0115 mm per 2960 mm for a grade 0 plate."
5164,profession,Height_gauge,metalworking_occupations,A height gauge is a measuring device ,"A height gauge is a measuring device used for determining the height of objects, and for marking of items to be worked on."
5165,profession,Height_gauge,metalworking_occupations,A height gauge is a measuring device ,Height gauges may also be used to measure the height of an object by using the underside of the scriber as the datum.
5166,profession,Height_gauge,metalworking_occupations,Height gauges may also be used to ,"A height gauge is a measuring device used for determining the height of objects, and for marking of items to be worked on."
5167,profession,Height_gauge,metalworking_occupations,Height gauges may also be used to ,Height gauges may also be used to measure the height of an object by using the underside of the scriber as the datum.
5168,profession,Micrometer,metalworking_occupations,"A micrometer, sometimes known as a ","A micrometer, sometimes known as a micrometer screw gauge, is a device incorporating a calibrated screw widely used for accurate measurement of components in mechanical engineering and machining as well as most mechanical trades, along with other metrological instruments such as dial, vernier, and digital calipers."
5169,profession,Micrometer,metalworking_occupations,"A micrometer, sometimes known as a ","Micrometers are usually, but not always, in the form of calipers."
5170,profession,Micrometer,metalworking_occupations,"Micrometers are usually, but not always, ","A micrometer, sometimes known as a micrometer screw gauge, is a device incorporating a calibrated screw widely used for accurate measurement of components in mechanical engineering and machining as well as most mechanical trades, along with other metrological instruments such as dial, vernier, and digital calipers."
5171,profession,Micrometer,metalworking_occupations,"Micrometers are usually, but not always, ","Micrometers are usually, but not always, in the form of calipers."
5172,profession,Geometric_dimensioning_and_tolerancing,metalworking_occupations,Geometric dimensioning and tolerancing is a system for defining ,Geometric dimensioning and tolerancing is a system for defining and communicating engineering tolerances.
5173,profession,Engineering_drawing,metalworking_occupations,An engineering drawing is a type of ,An engineering drawing is a type of technical drawing that is used to convey information about an object.
5174,profession,Engineering_drawing,metalworking_occupations,An engineering drawing is a type of ,The process of producing engineering drawings is often referred to as technical drawing or drafting.
5175,profession,Engineering_drawing,metalworking_occupations,The process of producing engineering drawings is ,An engineering drawing is a type of technical drawing that is used to convey information about an object.
5176,profession,Engineering_drawing,metalworking_occupations,The process of producing engineering drawings is ,The process of producing engineering drawings is often referred to as technical drawing or drafting.
5177,profession,Model-based_definition,metalworking_occupations,"Model-based definition, sometimes digital product definition, is ","Model-based definition, sometimes digital product definition, is the practice of using 3D models within 3D CAD software to define individual components and product assemblies."
5178,profession,Model-based_definition,metalworking_occupations,"Model-based definition, sometimes digital product definition, is ","""Promoting Model-Based Definition to Establish a Complete Product Definition""."
5179,profession,Model-based_definition,metalworking_occupations,"""Promoting Model-Based Definition to Establish a Complete ","Model-based definition, sometimes digital product definition, is the practice of using 3D models within 3D CAD software to define individual components and product assemblies."
5180,profession,Model-based_definition,metalworking_occupations,"""Promoting Model-Based Definition to Establish a Complete ","""Promoting Model-Based Definition to Establish a Complete Product Definition""."
5181,profession,Miner,metalworking_occupations,A miner is a person who ,"A miner is a person who extracts ore, coal, or other mineral from the earth through mining."
5182,profession,Miner,metalworking_occupations,A miner is a person who ,"In its narrowest sense, a miner is someone who works at the rock face; cutting, blasting, or otherwise working and removing the rock."
5183,profession,Miner,metalworking_occupations,"In its narrowest sense, a miner ","A miner is a person who extracts ore, coal, or other mineral from the earth through mining."
5184,profession,Miner,metalworking_occupations,"In its narrowest sense, a miner ","In its narrowest sense, a miner is someone who works at the rock face; cutting, blasting, or otherwise working and removing the rock."
5185,profession,Scrap,metalworking_occupations,Scrap consists of recyclable materials left ,"Scrap consists of recyclable materials left over from product manufacturing and consumption, such as parts of vehicles, building supplies, and surplus materials."
5186,profession,Scrap,metalworking_occupations,Scrap consists of recyclable materials left ,"Unlike waste, scrap has monetary value, especially recovered metals, and non-metallic materials are also recovered for recycling."
5187,profession,Scrap,metalworking_occupations,"Unlike waste, scrap has monetary value, ","Scrap consists of recyclable materials left over from product manufacturing and consumption, such as parts of vehicles, building supplies, and surplus materials."
5188,profession,Scrap,metalworking_occupations,"Unlike waste, scrap has monetary value, ","Unlike waste, scrap has monetary value, especially recovered metals, and non-metallic materials are also recovered for recycling."
5189,profession,Trade_union,metalworking_occupations,A trade union is an association of ,"A trade union is an association of workers forming a legal unit or legal personhood, usually called a ""bargaining unit"", which acts as bargaining agent and legal representative for a unit of employees in all matters of law or right arising from or in the administration of a collective agreement."
5190,profession,Trade_union,metalworking_occupations,A trade union is an association of ,"The trade union, through an elected leadership and bargaining committee, bargains with the employer on behalf of union members and negotiates labour contracts with employers."
5191,profession,Trade_union,metalworking_occupations,"The trade union, through an elected leadership ","A trade union is an association of workers forming a legal unit or legal personhood, usually called a ""bargaining unit"", which acts as bargaining agent and legal representative for a unit of employees in all matters of law or right arising from or in the administration of a collective agreement."
5192,profession,Trade_union,metalworking_occupations,"The trade union, through an elected leadership ","The trade union, through an elected leadership and bargaining committee, bargains with the employer on behalf of union members and negotiates labour contracts with employers."
5193,profession,Truck_driver,metalworking_occupations,A truck driver  is a person ,A truck driver  is a person who earns a living as the driver of a truck.
5194,profession,Truck_driver,metalworking_occupations,A truck driver  is a person ,Truck drivers are also responsible for inspecting all their vehicles for mechanical items or issues relating to safe operation.
5195,profession,Truck_driver,metalworking_occupations,Truck drivers are also responsible for inspecting ,A truck driver  is a person who earns a living as the driver of a truck.
5196,profession,Truck_driver,metalworking_occupations,Truck drivers are also responsible for inspecting ,Truck drivers are also responsible for inspecting all their vehicles for mechanical items or issues relating to safe operation.
5197,profession,Mechanical_engineering,metalworking_occupations,Mechanical engineering is an engineering discipline that ,"Mechanical engineering is an engineering discipline that combines engineering physics and mathematics principles with materials science to design, analyze, manufacture, and maintain mechanical systems."
5198,profession,Mechanical_engineering,metalworking_occupations,Mechanical engineering is an engineering discipline that ,"The mechanical engineering field requires an understanding of core areas including mechanics, dynamics, thermodynamics, materials science, structural analysis, and electricity."
5199,profession,Mechanical_engineering,metalworking_occupations,The mechanical engineering field requires an understanding of ,"Mechanical engineering is an engineering discipline that combines engineering physics and mathematics principles with materials science to design, analyze, manufacture, and maintain mechanical systems."
5200,profession,Mechanical_engineering,metalworking_occupations,The mechanical engineering field requires an understanding of ,"The mechanical engineering field requires an understanding of core areas including mechanics, dynamics, thermodynamics, materials science, structural analysis, and electricity."
5201,profession,Chemical_engineering,metalworking_occupations,Chemical engineering is a branch of engineering ,"Chemical engineering is a branch of engineering that uses principles of chemistry, physics, mathematics, biology, and economics to efficiently use, produce, design, transport and transform energy and materials."
5202,profession,Chemical_engineering,metalworking_occupations,Chemical engineering is a branch of engineering ,"A degree in chemical engineering is directly linked with all of the other engineering disciplines, to various extents."
5203,profession,Chemical_engineering,metalworking_occupations,A degree in chemical engineering is directly ,"Chemical engineering is a branch of engineering that uses principles of chemistry, physics, mathematics, biology, and economics to efficiently use, produce, design, transport and transform energy and materials."
5204,profession,Chemical_engineering,metalworking_occupations,A degree in chemical engineering is directly ,"A degree in chemical engineering is directly linked with all of the other engineering disciplines, to various extents."
5205,profession,Sewing,sewing_occupations,Sewing is the craft of fastening ,Sewing is the craft of fastening or attaching objects using stitches made with a needle and thread.
5206,profession,Sewing,sewing_occupations,Sewing is the craft of fastening ,"Sewing is one of the oldest of the textile arts, arising in the Paleolithic era."
5207,profession,Sewing,sewing_occupations,Sewing is one of the oldest ,Sewing is the craft of fastening or attaching objects using stitches made with a needle and thread.
